contract,bug_type,line
buggy_27.sol,Overflow-Underflow,309
buggy_22.sol,TOD,805
buggy_16.sol,Re-entrancy,573
buggy_25.sol,Overflow-Underflow,106
buggy_18.sol,Unhandled-Exceptions,605
buggy_12.sol,Overflow-Underflow,464
buggy_29.sol,tx.origin,353
buggy_14.sol,tx.origin,77
buggy_45.sol,Unchecked-Send,207
buggy_12.sol,tx.origin,236
buggy_9.sol,Unhandled-Exceptions,299
buggy_47.sol,TOD,704
buggy_37.sol,Re-entrancy,350
buggy_31.sol,Unchecked-Send,110
buggy_35.sol,Unchecked-Send,321
buggy_25.sol,Timestamp-Dependency,13
buggy_3.sol,Overflow-Underflow,77
buggy_45.sol,TOD,231
buggy_24.sol,tx.origin,253
buggy_14.sol,Unhandled-Exceptions,184
buggy_15.sol,Unhandled-Exceptions,36
buggy_27.sol,tx.origin,190
buggy_13.sol,Overflow-Underflow,93
buggy_27.sol,TOD,860
buggy_46.sol,Timestamp-Dependency,87
buggy_47.sol,Timestamp-Dependency,395
buggy_33.sol,Unhandled-Exceptions,249
buggy_33.sol,Re-entrancy,229
buggy_8.sol,Overflow-Underflow,381
buggy_21.sol,tx.origin,150
buggy_23.sol,Re-entrancy,555
buggy_36.sol,Re-entrancy,276
buggy_17.sol,TOD,257
buggy_30.sol,tx.origin,762
buggy_44.sol,Re-entrancy,400
buggy_22.sol,Overflow-Underflow,259
buggy_5.sol,Overflow-Underflow,20
buggy_16.sol,Overflow-Underflow,429
buggy_44.sol,Unhandled-Exceptions,72
buggy_49.sol,tx.origin,14
buggy_24.sol,Timestamp-Dependency,655
buggy_20.sol,Overflow-Underflow,287
buggy_35.sol,Unchecked-Send,294
buggy_22.sol,Unchecked-Send,43
buggy_20.sol,Unchecked-Send,334
buggy_42.sol,Unhandled-Exceptions,112
buggy_47.sol,Unchecked-Send,262
buggy_25.sol,Unhandled-Exceptions,170
buggy_47.sol,Timestamp-Dependency,272
buggy_8.sol,tx.origin,80
buggy_11.sol,Re-entrancy,259
buggy_12.sol,Unhandled-Exceptions,396
buggy_24.sol,Re-entrancy,509
buggy_32.sol,TOD,142
buggy_18.sol,Timestamp-Dependency,111
buggy_11.sol,Timestamp-Dependency,240
buggy_12.sol,Unchecked-Send,259
buggy_19.sol,Overflow-Underflow,155
buggy_5.sol,Unchecked-Send,24
buggy_18.sol,Unhandled-Exceptions,277
buggy_14.sol,Re-entrancy,156
buggy_26.sol,Unchecked-Send,66
buggy_20.sol,Unhandled-Exceptions,218
buggy_18.sol,Timestamp-Dependency,621
buggy_28.sol,TOD,196
buggy_28.sol,Re-entrancy,146
buggy_5.sol,TOD,668
buggy_22.sol,tx.origin,100
buggy_40.sol,Unhandled-Exceptions,538
buggy_22.sol,Re-entrancy,94
buggy_3.sol,tx.origin,150
buggy_42.sol,Overflow-Underflow,260
buggy_36.sol,Unhandled-Exceptions,75
buggy_11.sol,Overflow-Underflow,165
buggy_6.sol,Timestamp-Dependency,9
buggy_5.sol,tx.origin,206
buggy_40.sol,Unchecked-Send,267
buggy_18.sol,Timestamp-Dependency,132
buggy_30.sol,tx.origin,418
buggy_7.sol,Timestamp-Dependency,160
buggy_21.sol,Unhandled-Exceptions,466
buggy_39.sol,Unhandled-Exceptions,73
buggy_38.sol,tx.origin,105
buggy_16.sol,Overflow-Underflow,245
buggy_6.sol,Overflow-Underflow,153
buggy_15.sol,Timestamp-Dependency,173
buggy_3.sol,Unchecked-Send,30
buggy_48.sol,Unchecked-Send,105
buggy_24.sol,Timestamp-Dependency,457
buggy_22.sol,tx.origin,519
buggy_23.sol,Re-entrancy,346
buggy_6.sol,Timestamp-Dependency,172
buggy_21.sol,Re-entrancy,253
buggy_36.sol,Re-entrancy,103
buggy_30.sol,Overflow-Underflow,842
buggy_17.sol,Re-entrancy,244
buggy_50.sol,Timestamp-Dependency,230
buggy_26.sol,Unchecked-Send,152
buggy_2.sol,Unhandled-Exceptions,46
buggy_35.sol,Re-entrancy,487
buggy_4.sol,Unhandled-Exceptions,146
buggy_11.sol,tx.origin,218
buggy_24.sol,Overflow-Underflow,553
buggy_16.sol,Timestamp-Dependency,280
buggy_50.sol,Re-entrancy,162
buggy_27.sol,Re-entrancy,514
buggy_21.sol,Re-entrancy,96
buggy_42.sol,Timestamp-Dependency,17
buggy_27.sol,Overflow-Underflow,318
buggy_11.sol,Overflow-Underflow,365
buggy_38.sol,Re-entrancy,193
buggy_41.sol,TOD,188
buggy_41.sol,Re-entrancy,17
buggy_6.sol,Overflow-Underflow,83
buggy_28.sol,tx.origin,105
buggy_47.sol,Unhandled-Exceptions,210
buggy_31.sol,Timestamp-Dependency,229
buggy_28.sol,Unchecked-Send,94
buggy_9.sol,Overflow-Underflow,161
buggy_34.sol,Unchecked-Send,270
buggy_34.sol,Re-entrancy,277
buggy_37.sol,Unhandled-Exceptions,392
buggy_12.sol,Timestamp-Dependency,465
buggy_42.sol,Overflow-Underflow,51
buggy_38.sol,Overflow-Underflow,148
buggy_25.sol,Re-entrancy,322
buggy_45.sol,tx.origin,193
buggy_22.sol,Re-entrancy,141
buggy_15.sol,Unchecked-Send,159
buggy_31.sol,Overflow-Underflow,245
buggy_37.sol,TOD,211
buggy_23.sol,Overflow-Underflow,160
buggy_13.sol,Re-entrancy,190
buggy_9.sol,Unchecked-Send,238
buggy_28.sol,Re-entrancy,294
buggy_33.sol,Overflow-Underflow,171
buggy_45.sol,Timestamp-Dependency,200
buggy_40.sol,tx.origin,222
buggy_35.sol,Unchecked-Send,301
buggy_47.sol,tx.origin,30
buggy_45.sol,TOD,259
buggy_37.sol,Timestamp-Dependency,349
buggy_28.sol,Overflow-Underflow,361
buggy_47.sol,Unchecked-Send,273
buggy_44.sol,tx.origin,205
buggy_46.sol,Timestamp-Dependency,139
buggy_16.sol,TOD,603
buggy_18.sol,TOD,640
buggy_48.sol,TOD,214
buggy_33.sol,tx.origin,98
buggy_47.sol,TOD,389
buggy_8.sol,Unhandled-Exceptions,333
buggy_36.sol,tx.origin,286
buggy_16.sol,Unhandled-Exceptions,212
buggy_18.sol,Re-entrancy,269
buggy_7.sol,Timestamp-Dependency,18
buggy_45.sol,Re-entrancy,272
buggy_26.sol,Unchecked-Send,75
buggy_20.sol,Unhandled-Exceptions,211
buggy_33.sol,TOD,295
buggy_36.sol,Overflow-Underflow,289
buggy_7.sol,Re-entrancy,221
buggy_41.sol,Timestamp-Dependency,28
buggy_16.sol,Re-entrancy,277
buggy_17.sol,Overflow-Underflow,170
buggy_16.sol,Unhandled-Exceptions,179
buggy_18.sol,Timestamp-Dependency,147
buggy_9.sol,Unchecked-Send,272
buggy_13.sol,Unchecked-Send,159
buggy_27.sol,Timestamp-Dependency,524
buggy_49.sol,Timestamp-Dependency,57
buggy_26.sol,Unhandled-Exceptions,150
buggy_37.sol,Unhandled-Exceptions,89
buggy_6.sol,TOD,309
buggy_30.sol,TOD,1209
buggy_48.sol,Unhandled-Exceptions,144
buggy_7.sol,Unhandled-Exceptions,202
buggy_1.sol,Unchecked-Send,135
buggy_8.sol,Unhandled-Exceptions,55
buggy_46.sol,Overflow-Underflow,47
buggy_22.sol,Timestamp-Dependency,119
buggy_6.sol,tx.origin,19
buggy_9.sol,Overflow-Underflow,55
buggy_50.sol,Overflow-Underflow,244
buggy_28.sol,Timestamp-Dependency,293
buggy_35.sol,Overflow-Underflow,236
buggy_4.sol,tx.origin,171
buggy_4.sol,Re-entrancy,256
buggy_7.sol,tx.origin,97
buggy_33.sol,Unhandled-Exceptions,112
buggy_43.sol,TOD,712
buggy_44.sol,Re-entrancy,27
buggy_50.sol,Re-entrancy,149
buggy_5.sol,Overflow-Underflow,415
buggy_21.sol,Re-entrancy,153
buggy_33.sol,Re-entrancy,110
buggy_42.sol,Timestamp-Dependency,8
buggy_23.sol,Unchecked-Send,173
buggy_2.sol,TOD,65
buggy_34.sol,TOD,717
buggy_17.sol,Re-entrancy,80
buggy_43.sol,Re-entrancy,481
buggy_18.sol,Re-entrancy,254
buggy_38.sol,Timestamp-Dependency,129
buggy_36.sol,tx.origin,75
buggy_20.sol,Overflow-Underflow,160
buggy_9.sol,Unchecked-Send,88
buggy_8.sol,TOD,440
buggy_24.sol,Timestamp-Dependency,534
buggy_29.sol,Timestamp-Dependency,283
buggy_9.sol,Overflow-Underflow,154
buggy_14.sol,Unhandled-Exceptions,150
buggy_16.sol,Timestamp-Dependency,436
buggy_8.sol,Overflow-Underflow,399
buggy_9.sol,TOD,548
buggy_32.sol,Unhandled-Exceptions,259
buggy_6.sol,Unhandled-Exceptions,169
buggy_16.sol,Overflow-Underflow,479
buggy_5.sol,Unhandled-Exceptions,271
buggy_21.sol,Unhandled-Exceptions,270
buggy_48.sol,Re-entrancy,264
buggy_46.sol,Unhandled-Exceptions,83
buggy_49.sol,tx.origin,56
buggy_5.sol,Timestamp-Dependency,323
buggy_15.sol,Overflow-Underflow,163
buggy_6.sol,TOD,100
buggy_7.sol,Re-entrancy,179
buggy_42.sol,TOD,315
buggy_22.sol,TOD,411
buggy_47.sol,Timestamp-Dependency,318
buggy_43.sol,TOD,530
buggy_16.sol,Re-entrancy,135
buggy_8.sol,Timestamp-Dependency,377
buggy_35.sol,Timestamp-Dependency,426
buggy_36.sol,Unhandled-Exceptions,192
buggy_28.sol,tx.origin,168
buggy_49.sol,tx.origin,93
buggy_30.sol,TOD,494
buggy_18.sol,Unhandled-Exceptions,263
buggy_50.sol,Timestamp-Dependency,10
buggy_37.sol,Re-entrancy,150
buggy_45.sol,Timestamp-Dependency,52
buggy_12.sol,Overflow-Underflow,174
buggy_13.sol,Unchecked-Send,13
buggy_49.sol,Timestamp-Dependency,75
buggy_5.sol,TOD,642
buggy_26.sol,Timestamp-Dependency,68
buggy_44.sol,tx.origin,105
buggy_26.sol,tx.origin,212
buggy_37.sol,Unhandled-Exceptions,199
buggy_45.sol,Overflow-Underflow,19
buggy_26.sol,TOD,77
buggy_30.sol,Re-entrancy,676
buggy_48.sol,tx.origin,98
buggy_42.sol,tx.origin,190
buggy_5.sol,Unchecked-Send,239
buggy_2.sol,Timestamp-Dependency,213
buggy_50.sol,Timestamp-Dependency,145
buggy_20.sol,tx.origin,390
buggy_28.sol,TOD,151
buggy_21.sol,TOD,489
buggy_24.sol,Overflow-Underflow,688
buggy_7.sol,Unchecked-Send,93
buggy_8.sol,tx.origin,152
buggy_9.sol,TOD,247
buggy_19.sol,Re-entrancy,155
buggy_23.sol,TOD,120
buggy_5.sol,Overflow-Underflow,305
buggy_29.sol,TOD,48
buggy_18.sol,tx.origin,71
buggy_41.sol,TOD,55
buggy_36.sol,tx.origin,217
buggy_45.sol,Unhandled-Exceptions,102
buggy_40.sol,Unhandled-Exceptions,324
buggy_17.sol,Unhandled-Exceptions,119
buggy_18.sol,Unhandled-Exceptions,223
buggy_26.sol,Timestamp-Dependency,190
buggy_38.sol,TOD,173
buggy_42.sol,TOD,8
buggy_47.sol,Timestamp-Dependency,13
buggy_24.sol,tx.origin,893
buggy_30.sol,TOD,1245
buggy_7.sol,Unchecked-Send,182
buggy_7.sol,Unhandled-Exceptions,174
buggy_37.sol,TOD,334
buggy_19.sol,tx.origin,144
buggy_33.sol,Re-entrancy,101
buggy_22.sol,Re-entrancy,276
buggy_8.sol,Timestamp-Dependency,74
buggy_36.sol,Unhandled-Exceptions,405
buggy_22.sol,Overflow-Underflow,131
buggy_23.sol,Unhandled-Exceptions,451
buggy_29.sol,Unchecked-Send,232
buggy_40.sol,Unhandled-Exceptions,507
buggy_9.sol,Unchecked-Send,81
buggy_27.sol,Unhandled-Exceptions,244
buggy_47.sol,Unchecked-Send,132
buggy_35.sol,TOD,375
buggy_25.sol,Unhandled-Exceptions,300
buggy_18.sol,Overflow-Underflow,272
buggy_9.sol,Overflow-Underflow,147
buggy_35.sol,Overflow-Underflow,136
buggy_42.sol,Re-entrancy,296
buggy_30.sol,Overflow-Underflow,384
buggy_3.sol,Timestamp-Dependency,217
buggy_2.sol,tx.origin,137
buggy_1.sol,Unchecked-Send,68
buggy_31.sol,TOD,302
buggy_42.sol,Timestamp-Dependency,108
buggy_11.sol,Re-entrancy,131
buggy_22.sol,Overflow-Underflow,284
buggy_32.sol,Unchecked-Send,152
buggy_33.sol,Overflow-Underflow,157
buggy_14.sol,Overflow-Underflow,112
buggy_9.sol,Unhandled-Exceptions,341
buggy_2.sol,Overflow-Underflow,60
buggy_9.sol,Overflow-Underflow,246
buggy_24.sol,Timestamp-Dependency,236
buggy_42.sol,Unhandled-Exceptions,29
buggy_8.sol,Timestamp-Dependency,256
buggy_39.sol,Timestamp-Dependency,75
buggy_38.sol,Overflow-Underflow,325
buggy_6.sol,Unhandled-Exceptions,13
buggy_14.sol,tx.origin,226
buggy_44.sol,Overflow-Underflow,21
buggy_9.sol,Unchecked-Send,155
buggy_45.sol,Re-entrancy,258
buggy_40.sol,tx.origin,267
buggy_35.sol,Re-entrancy,200
buggy_19.sol,Timestamp-Dependency,99
buggy_23.sol,tx.origin,132
buggy_40.sol,Unhandled-Exceptions,561
buggy_47.sol,Overflow-Underflow,482
buggy_22.sol,Re-entrancy,69
buggy_33.sol,Timestamp-Dependency,134
buggy_17.sol,TOD,464
buggy_17.sol,Overflow-Underflow,152
buggy_38.sol,Re-entrancy,422
buggy_32.sol,Unhandled-Exceptions,66
buggy_30.sol,Timestamp-Dependency,812
buggy_7.sol,Re-entrancy,370
buggy_40.sol,Timestamp-Dependency,380
buggy_18.sol,Unchecked-Send,339
buggy_22.sol,tx.origin,30
buggy_6.sol,TOD,291
buggy_9.sol,Re-entrancy,148
buggy_50.sol,TOD,81
buggy_27.sol,TOD,626
buggy_22.sol,TOD,220
buggy_17.sol,Overflow-Underflow,119
buggy_38.sol,Overflow-Underflow,127
buggy_37.sol,tx.origin,87
buggy_18.sol,Timestamp-Dependency,316
buggy_18.sol,TOD,417
buggy_24.sol,Unhandled-Exceptions,334
buggy_20.sol,TOD,282
buggy_35.sol,Unhandled-Exceptions,504
buggy_34.sol,Unchecked-Send,140
buggy_31.sol,Unchecked-Send,249
buggy_35.sol,Unchecked-Send,200
buggy_12.sol,TOD,818
buggy_50.sol,Overflow-Underflow,218
buggy_7.sol,tx.origin,115
buggy_19.sol,tx.origin,167
buggy_22.sol,Re-entrancy,269
buggy_12.sol,Unhandled-Exceptions,154
buggy_23.sol,Unhandled-Exceptions,504
buggy_20.sol,Unhandled-Exceptions,438
buggy_28.sol,Re-entrancy,422
buggy_4.sol,Unhandled-Exceptions,92
buggy_17.sol,Unchecked-Send,132
buggy_28.sol,Unchecked-Send,113
buggy_6.sol,TOD,509
buggy_40.sol,Overflow-Underflow,358
buggy_33.sol,Unhandled-Exceptions,29
buggy_24.sol,TOD,1061
buggy_36.sol,Re-entrancy,304
buggy_24.sol,Re-entrancy,372
buggy_47.sol,TOD,261
buggy_25.sol,TOD,344
buggy_37.sol,Re-entrancy,287
buggy_2.sol,Overflow-Underflow,55
buggy_14.sol,Unhandled-Exceptions,123
buggy_29.sol,Timestamp-Dependency,204
buggy_35.sol,Unhandled-Exceptions,160
buggy_34.sol,Unchecked-Send,436
buggy_32.sol,Overflow-Underflow,112
buggy_4.sol,Overflow-Underflow,98
buggy_16.sol,Timestamp-Dependency,457
buggy_22.sol,TOD,397
buggy_12.sol,Re-entrancy,367
buggy_45.sol,Overflow-Underflow,138
buggy_24.sol,tx.origin,690
buggy_27.sol,tx.origin,383
buggy_30.sol,Unhandled-Exceptions,341
buggy_34.sol,Overflow-Underflow,340
buggy_24.sol,Unchecked-Send,423
buggy_15.sol,Overflow-Underflow,246
buggy_6.sol,TOD,183
buggy_7.sol,Re-entrancy,192
buggy_30.sol,TOD,898
buggy_23.sol,tx.origin,157
buggy_25.sol,Unchecked-Send,196
buggy_27.sol,Overflow-Underflow,512
buggy_4.sol,Re-entrancy,29
buggy_37.sol,Unhandled-Exceptions,217
buggy_12.sol,TOD,607
buggy_1.sol,Timestamp-Dependency,115
buggy_6.sol,Re-entrancy,139
buggy_44.sol,Re-entrancy,318
buggy_48.sol,TOD,542
buggy_17.sol,Re-entrancy,335
buggy_32.sol,Unchecked-Send,89
buggy_12.sol,tx.origin,409
buggy_5.sol,Unchecked-Send,217
buggy_45.sol,Re-entrancy,350
buggy_42.sol,tx.origin,168
buggy_24.sol,Unchecked-Send,322
buggy_41.sol,Overflow-Underflow,63
buggy_22.sol,Timestamp-Dependency,247
buggy_25.sol,Timestamp-Dependency,258
buggy_24.sol,Unhandled-Exceptions,288
buggy_44.sol,tx.origin,410
buggy_35.sol,Overflow-Underflow,370
buggy_24.sol,Timestamp-Dependency,301
buggy_33.sol,Unchecked-Send,83
buggy_7.sol,Unchecked-Send,79
buggy_33.sol,Timestamp-Dependency,226
buggy_50.sol,tx.origin,200
buggy_12.sol,Unhandled-Exceptions,310
buggy_48.sol,tx.origin,141
buggy_4.sol,Unchecked-Send,62
buggy_44.sol,Unchecked-Send,34
buggy_18.sol,tx.origin,81
buggy_50.sol,Timestamp-Dependency,194
buggy_5.sol,Unhandled-Exceptions,18
buggy_20.sol,Overflow-Underflow,32
buggy_6.sol,Overflow-Underflow,216
buggy_9.sol,Timestamp-Dependency,135
buggy_47.sol,TOD,558
buggy_21.sol,Timestamp-Dependency,166
buggy_29.sol,Timestamp-Dependency,411
buggy_24.sol,Unchecked-Send,239
buggy_34.sol,Unchecked-Send,135
buggy_47.sol,Unchecked-Send,61
buggy_47.sol,tx.origin,300
buggy_27.sol,Overflow-Underflow,216
buggy_17.sol,TOD,145
buggy_23.sol,TOD,135
buggy_2.sol,tx.origin,18
buggy_1.sol,Re-entrancy,119
buggy_8.sol,Timestamp-Dependency,100
buggy_38.sol,Re-entrancy,229
buggy_25.sol,Overflow-Underflow,63
buggy_41.sol,TOD,96
buggy_38.sol,Timestamp-Dependency,230
buggy_6.sol,Unhandled-Exceptions,297
buggy_47.sol,Re-entrancy,61
buggy_1.sol,Overflow-Underflow,70
buggy_28.sol,Re-entrancy,409
buggy_4.sol,Unhandled-Exceptions,85
buggy_47.sol,Unhandled-Exceptions,190
buggy_17.sol,Unchecked-Send,141
buggy_30.sol,TOD,757
buggy_47.sol,Unchecked-Send,150
buggy_7.sol,Re-entrancy,51
buggy_10.sol,Re-entrancy,29
buggy_35.sol,tx.origin,141
buggy_31.sol,Unhandled-Exceptions,173
buggy_44.sol,Re-entrancy,109
buggy_1.sol,Unchecked-Send,86
buggy_34.sol,Timestamp-Dependency,393
buggy_22.sol,Overflow-Underflow,366
buggy_48.sol,tx.origin,325
buggy_38.sol,Timestamp-Dependency,331
buggy_32.sol,TOD,96
buggy_43.sol,Re-entrancy,41
buggy_23.sol,Overflow-Underflow,132
buggy_34.sol,Overflow-Underflow,486
buggy_29.sol,Overflow-Underflow,195
buggy_2.sol,Overflow-Underflow,46
buggy_40.sol,Timestamp-Dependency,408
buggy_42.sol,Unhandled-Exceptions,47
buggy_25.sol,Unchecked-Send,118
buggy_50.sol,Unchecked-Send,108
buggy_37.sol,Unhandled-Exceptions,327
buggy_30.sol,Unhandled-Exceptions,844
buggy_18.sol,tx.origin,352
buggy_43.sol,Timestamp-Dependency,383
buggy_50.sol,Re-entrancy,326
buggy_36.sol,Unhandled-Exceptions,221
buggy_17.sol,tx.origin,274
buggy_7.sol,Timestamp-Dependency,54
buggy_29.sol,Unhandled-Exceptions,281
buggy_23.sol,Timestamp-Dependency,130
buggy_24.sol,Unhandled-Exceptions,402
buggy_29.sol,Re-entrancy,288
buggy_45.sol,Overflow-Underflow,110
buggy_19.sol,Re-entrancy,283
buggy_35.sol,Timestamp-Dependency,496
buggy_26.sol,Overflow-Underflow,90
buggy_35.sol,TOD,656
buggy_34.sol,Overflow-Underflow,304
buggy_19.sol,Overflow-Underflow,211
buggy_20.sol,tx.origin,425
buggy_37.sol,Re-entrancy,92
buggy_45.sol,Timestamp-Dependency,110
buggy_1.sol,Overflow-Underflow,179
buggy_47.sol,tx.origin,184
buggy_6.sol,TOD,273
buggy_7.sol,Unchecked-Send,54
buggy_22.sol,TOD,206
buggy_36.sol,Unhandled-Exceptions,19
buggy_1.sol,Re-entrancy,229
buggy_11.sol,Timestamp-Dependency,341
buggy_35.sol,Re-entrancy,530
buggy_47.sol,TOD,41
buggy_7.sol,Overflow-Underflow,174
buggy_40.sol,tx.origin,467
buggy_18.sol,Unhandled-Exceptions,184
buggy_37.sol,Timestamp-Dependency,86
buggy_24.sol,Timestamp-Dependency,911
buggy_8.sol,TOD,305
buggy_7.sol,Unchecked-Send,171
buggy_8.sol,Overflow-Underflow,20
buggy_43.sol,tx.origin,297
buggy_23.sol,Re-entrancy,130
buggy_12.sol,Timestamp-Dependency,383
buggy_19.sol,Re-entrancy,109
buggy_44.sol,TOD,134
buggy_44.sol,Unchecked-Send,78
buggy_12.sol,Unhandled-Exceptions,140
buggy_40.sol,Unhandled-Exceptions,286
buggy_33.sol,Overflow-Underflow,29
buggy_37.sol,Timestamp-Dependency,205
buggy_17.sol,Unchecked-Send,150
buggy_11.sol,tx.origin,258
buggy_35.sol,Unchecked-Send,187
buggy_21.sol,tx.origin,204
buggy_16.sol,Overflow-Underflow,499
buggy_13.sol,Re-entrancy,237
buggy_45.sol,Unchecked-Send,56
buggy_29.sol,tx.origin,178
buggy_19.sol,Unchecked-Send,86
buggy_50.sol,Unchecked-Send,101
buggy_35.sol,tx.origin,361
buggy_28.sol,Unhandled-Exceptions,197
buggy_42.sol,Overflow-Underflow,251
buggy_37.sol,Overflow-Underflow,99
buggy_45.sol,tx.origin,9
buggy_3.sol,tx.origin,13
buggy_8.sol,Timestamp-Dependency,293
buggy_30.sol,tx.origin,715
buggy_23.sol,Overflow-Underflow,120
buggy_38.sol,Re-entrancy,294
buggy_34.sol,Overflow-Underflow,322
buggy_9.sol,Unchecked-Send,166
buggy_13.sol,tx.origin,141
buggy_48.sol,Timestamp-Dependency,190
buggy_28.sol,TOD,286
buggy_47.sol,tx.origin,198
buggy_23.sol,tx.origin,171
buggy_29.sol,Re-entrancy,297
buggy_5.sol,TOD,100
buggy_37.sol,Overflow-Underflow,30
buggy_36.sol,Timestamp-Dependency,208
buggy_43.sol,tx.origin,122
buggy_30.sol,Re-entrancy,648
buggy_50.sol,tx.origin,183
buggy_12.sol,Unhandled-Exceptions,445
buggy_38.sol,Unhandled-Exceptions,265
buggy_13.sol,TOD,223
buggy_25.sol,Overflow-Underflow,273
buggy_16.sol,Unhandled-Exceptions,236
buggy_20.sol,TOD,410
buggy_26.sol,tx.origin,147
buggy_18.sol,Unchecked-Send,436
buggy_25.sol,Unhandled-Exceptions,94
buggy_30.sol,Unhandled-Exceptions,911
buggy_8.sol,Overflow-Underflow,130
buggy_15.sol,tx.origin,122
buggy_44.sol,Re-entrancy,137
buggy_2.sol,TOD,211
buggy_43.sol,Unhandled-Exceptions,27
buggy_16.sol,tx.origin,376
buggy_24.sol,Unhandled-Exceptions,855
buggy_50.sol,Timestamp-Dependency,208
buggy_12.sol,Overflow-Underflow,116
buggy_28.sol,Overflow-Underflow,107
buggy_31.sol,Unchecked-Send,146
buggy_19.sol,Unchecked-Send,131
buggy_24.sol,Overflow-Underflow,759
buggy_8.sol,tx.origin,345
buggy_3.sol,Re-entrancy,212
buggy_8.sol,Unhandled-Exceptions,79
buggy_21.sol,tx.origin,114
buggy_48.sol,TOD,470
buggy_30.sol,Re-entrancy,832
buggy_8.sol,Timestamp-Dependency,118
buggy_4.sol,Unchecked-Send,107
buggy_7.sol,Timestamp-Dependency,268
buggy_36.sol,tx.origin,30
buggy_20.sol,Overflow-Underflow,253
buggy_1.sol,Overflow-Underflow,116
buggy_26.sol,Unhandled-Exceptions,113
buggy_18.sol,Overflow-Underflow,492
buggy_20.sol,Timestamp-Dependency,252
buggy_9.sol,TOD,73
buggy_37.sol,Overflow-Underflow,205
buggy_2.sol,tx.origin,109
buggy_16.sol,tx.origin,66
buggy_18.sol,tx.origin,409
buggy_30.sol,tx.origin,701
buggy_32.sol,TOD,82
buggy_14.sol,tx.origin,107
buggy_45.sol,Unhandled-Exceptions,192
buggy_9.sol,Timestamp-Dependency,63
buggy_46.sol,Unhandled-Exceptions,164
buggy_5.sol,Timestamp-Dependency,366
buggy_31.sol,Timestamp-Dependency,180
buggy_3.sol,Overflow-Underflow,167
buggy_19.sol,Unchecked-Send,93
buggy_4.sol,Overflow-Underflow,69
buggy_32.sol,Timestamp-Dependency,216
buggy_33.sol,Unhandled-Exceptions,215
buggy_45.sol,Overflow-Underflow,225
buggy_14.sol,Unchecked-Send,152
buggy_45.sol,tx.origin,18
buggy_44.sol,Unchecked-Send,257
buggy_18.sol,tx.origin,370
buggy_38.sol,Overflow-Underflow,361
buggy_45.sol,Unchecked-Send,68
buggy_19.sol,Overflow-Underflow,344
buggy_47.sol,Unhandled-Exceptions,326
buggy_6.sol,Overflow-Underflow,317
buggy_16.sol,TOD,104
buggy_35.sol,Re-entrancy,236
buggy_25.sol,Unchecked-Send,35
buggy_47.sol,Unchecked-Send,288
buggy_27.sol,TOD,203
buggy_9.sol,TOD,391
buggy_15.sol,TOD,138
buggy_22.sol,TOD,85
buggy_39.sol,Timestamp-Dependency,8
buggy_38.sol,Unchecked-Send,81
buggy_23.sol,Unhandled-Exceptions,212
buggy_25.sol,Overflow-Underflow,282
buggy_47.sol,TOD,466
buggy_17.sol,tx.origin,167
buggy_5.sol,Unhandled-Exceptions,400
buggy_36.sol,Re-entrancy,131
buggy_16.sol,Unhandled-Exceptions,229
buggy_22.sol,TOD,599
buggy_30.sol,tx.origin,357
buggy_12.sol,Unchecked-Send,293
buggy_24.sol,TOD,368
buggy_16.sol,Overflow-Underflow,52
buggy_47.sol,Re-entrancy,274
buggy_40.sol,Unhandled-Exceptions,242
buggy_20.sol,Re-entrancy,55
buggy_26.sol,tx.origin,156
buggy_31.sol,tx.origin,219
buggy_48.sol,Overflow-Underflow,362
buggy_19.sol,tx.origin,288
buggy_28.sol,Timestamp-Dependency,184
buggy_20.sol,Timestamp-Dependency,43
buggy_35.sol,TOD,709
buggy_30.sol,TOD,371
buggy_23.sol,Overflow-Underflow,441
buggy_44.sol,Overflow-Underflow,433
buggy_24.sol,Unhandled-Exceptions,362
buggy_31.sol,Unchecked-Send,157
buggy_8.sol,Re-entrancy,369
buggy_15.sol,TOD,92
buggy_36.sol,Timestamp-Dependency,17
buggy_50.sol,Unhandled-Exceptions,104
buggy_27.sol,TOD,947
buggy_23.sol,Re-entrancy,368
